594.000,73.714
1194.000,42.399
1794.000,37.480
2482.000,38.509
3115.000,26.516
3670.000,45.180
4354.000,34.981
5050.000,44.629
5761.000,74.114
6431.000,45.770
7140.000,43.227
7863.000,48.383
8632.000,48.055
9391.000,46.978
10302.000,47.701
11509.000,99.319
12800.000,118.180
14215.000,169.345
15733.000,169.094
17493.000,170.126
19181.000,169.482
21074.000,170.500
22871.000,170.712
24532.000,173.277
26316.000,171.974
28112.000,171.211
29733.000,171.748
31324.000,172.831
32866.000,170.598
34330.000,171.870
35811.000,146.038
37287.000,172.500
38740.000,179.404
40290.000,173.679
41821.000,172.759
43179.000,166.018
44220.000,175.553
45307.000,169.832
46435.000,153.387
47692.000,173.927
48966.000,179.370
50124.000,180.768
51204.000,144.353
52440.000,172.025
54004.000,169.879
55237.000,185.804
56422.000,161.516
57519.000,195.487
58712.000,200.574
59804.000,176.219
60735.000,177.159
61943.000,168.992
63453.000,182.136
64675.000,181.966
65940.000,190.604
67242.000,183.912
68533.000,207.118
69976.000,207.743
71405.000,173.694
72733.000,219.175
74017.000,218.873
75209.000,219.843
76535.000,172.162
78194.000,178.155
79700.000,184.228
80956.000,183.811
82367.000,172.298
83806.000,206.714
85207.000,201.779
87003.000,171.684
88777.000,256.762
90324.000,273.442
91741.000,271.901
93226.000,228.716
94787.000,235.616
96182.000,234.240
97737.000,237.662
99498.000,242.872
101057.000,239.998
102765.000,239.712
104350.000,198.241
105965.000,281.414
107593.000,238.182
109269.000,277.899
111028.000,246.164
112652.000,274.540
114352.000,276.608
115815.000,255.544
117429.000,248.394
119067.000,242.424
121180.000,229.767
122874.000,379.126
124508.000,241.246
126180.000,235.528
127781.000,258.850
129302.000,254.640
130873.000,245.800
132257.000,206.491
133836.000,209.784
135260.000,220.699
136978.000,243.053
138589.000,259.469
140036.000,256.637
141346.000,245.296
142752.000,224.777
144213.000,256.778
145537.000,255.892
146989.000,236.888
148397.000,299.528
150053.000,290.927
151670.000,302.995
153282.000,281.372
154931.000,309.879
156517.000,310.152
158079.000,346.797
159696.000,278.517
161502.000,284.265
163268.000,301.759
165040.000,312.630
166751.000,17.910
168436.000,294.751
